,category,contract_address,from,time,to,token,value,blockchain,ticker,decimal,calc_value
99,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-03-28 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,1.6824875736134438e+20,ethereum,WETH,18.0,168.24875736134436
100,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,8.032738047933869e+18,ethereum,WETH,18.0,8.032738047933869
101,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,1.1885202164578715e+20,ethereum,WETH,18.0,118.85202164578713
102,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-27 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,3.8207343285100175e+18,ethereum,WETH,18.0,3.8207343285100173
103,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,1.4001937099605701e+20,ethereum,WETH,18.0,140.019370996057
104,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,6.452708288491374e+18,ethereum,WETH,18.0,6.4527082884913725
105,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-15 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,4.5694938168288123e+18,ethereum,WETH,18.0,4.569493816828812
106,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,1.0496973500647144e+20,ethereum,WETH,18.0,104.96973500647142
107,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,6.920533843661275e+19,ethereum,WETH,18.0,69.20533843661275
108,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,5.8758223144542994e+19,ethereum,WETH,18.0,58.75822314454299
109,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,1.3838944379646177e+18,ethereum,WETH,18.0,1.3838944379646176
111,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-12 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,2.875954289167843e+18,ethereum,WETH,18.0,2.8759542891678427
112,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-05-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,1.558345483383071e+20,ethereum,WETH,18.0,155.8345483383071
113,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,4.519003282849893e+19,ethereum,WETH,18.0,45.19003282849892
114,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-10 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,2.802485208753728e+18,ethereum,WETH,18.0,2.8024852087537275
115,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-09-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,1.7818052455309644e+19,ethereum,WETH,18.0,17.81805245530964
117,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,2.290940172098314e+19,ethereum,WETH,18.0,22.909401720983137
118,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-08 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,3.16330196589766e+18,ethereum,WETH,18.0,3.1633019658976593
119,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,3.122963365946554e+18,ethereum,WETH,18.0,3.1229633659465534
120,in,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped Ether,1.9476462841379314e+20,ethereum,WETH,18.0,194.7646284137931
121,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-20 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,1e+23,ethereum,nUSD,18.0,99999.99999999999
122,from,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-09 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,Wrapped Ether,7.1156453735896875e+19,ethereum,WETH,18.0,71.15645373589686
123,from,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-26 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,Wrapped Ether,1.4188192469283766e+18,ethereum,WETH,18.0,1.4188192469283765
124,from,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-09-30 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,Wrapped Ether,3e+18,ethereum,WETH,18.0,2.9999999999999996
125,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-24 00:00:00.000 UTC,0xcb564c49769882562a3684f6ae17fb8f302dc8bb,nUSD,2.5e+22,ethereum,nUSD,18.0,24999.999999999996
126,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-29 00:00:00.000 UTC,0x42980e3e602178354e065723d9652bef79ae3673,nUSD,1e+22,ethereum,nUSD,18.0,9999.999999999998
127,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-02 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,1e+22,ethereum,nUSD,18.0,9999.999999999998
128,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-25 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,1.9220149345941755e+22,ethereum,nUSD,18.0,19220.14934594175
129,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-01 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,6e+22,ethereum,nUSD,18.0,59999.99999999999
130,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-04 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,6.363940331602938e+22,ethereum,nUSD,18.0,63639.40331602938
131,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-15 00:00:00.000 UTC,0xb104bcbfe8b143804d8cfe92e9f100a3270d1e55,nUSD,1e+21,ethereum,nUSD,18.0,999.9999999999999
132,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-08 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,4.428968181885909e+22,ethereum,nUSD,18.0,44289.681818859084
133,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,1e+23,ethereum,nUSD,18.0,99999.99999999999
134,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-04 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,6e+22,ethereum,nUSD,18.0,59999.99999999999
135,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-23 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,nUSD,4e+22,ethereum,nUSD,18.0,39999.99999999999
136,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-03 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,nUSD,7e+21,ethereum,nUSD,18.0,6999.999999999999
137,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-19 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,3e+22,ethereum,nUSD,18.0,29999.999999999996
138,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-14 00:00:00.000 UTC,0x9274a5596d7e95ae3631727f54290b48967091ac,nUSD,1e+18,ethereum,nUSD,18.0,0.9999999999999999
139,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-08 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,nUSD,3e+23,ethereum,nUSD,18.0,300000.0
140,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-23 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,nUSD,5.424036927966237e+23,ethereum,nUSD,18.0,542403.6927966237
141,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-03-09 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,nUSD,3e+23,ethereum,nUSD,18.0,300000.0
142,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-06 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,nUSD,3e+23,ethereum,nUSD,18.0,300000.0
143,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-17 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,2.218619e+22,ethereum,nUSD,18.0,22186.19
144,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-29 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,1e+21,ethereum,nUSD,18.0,999.9999999999999
145,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-18 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,5.283267959042843e+22,ethereum,nUSD,18.0,52832.67959042843
146,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-08 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,4.31480185182804e+22,ethereum,nUSD,18.0,43148.0185182804
147,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-02 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,nUSD,3e+23,ethereum,nUSD,18.0,300000.0
148,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-15 00:00:00.000 UTC,0xb104bcbfe8b143804d8cfe92e9f100a3270d1e55,nUSD,5e+21,ethereum,nUSD,18.0,4999.999999999999
149,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-06 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,nUSD,3e+23,ethereum,nUSD,18.0,300000.0
150,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-25 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,3.885132649526727e+22,ethereum,nUSD,18.0,38851.32649526726
151,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-11 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,1.1e+23,ethereum,nUSD,18.0,109999.99999999999
152,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-08 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,5.343206888254281e+22,ethereum,nUSD,18.0,53432.06888254281
153,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-09 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,nUSD,3e+23,ethereum,nUSD,18.0,300000.0
154,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-05 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,6e+22,ethereum,nUSD,18.0,59999.99999999999
155,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-22 00:00:00.000 UTC,0x42980e3e602178354e065723d9652bef79ae3673,nUSD,3e+22,ethereum,nUSD,18.0,29999.999999999996
156,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-15 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,1e+23,ethereum,nUSD,18.0,99999.99999999999
157,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-16 00:00:00.000 UTC,0x19eb7d50e97bb8bffc1fb60964c29bfa3a706aee,nUSD,5e+21,ethereum,nUSD,18.0,4999.999999999999
158,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-09 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,nUSD,1.4826150325599603e+23,ethereum,nUSD,18.0,148261.503255996
159,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-22 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,6.4e+22,ethereum,nUSD,18.0,63999.99999999999
160,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-05-02 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,nUSD,1.5e+22,ethereum,nUSD,18.0,14999.999999999998
161,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-05 00:00:00.000 UTC,0x42980e3e602178354e065723d9652bef79ae3673,nUSD,1e+22,ethereum,nUSD,18.0,9999.999999999998
162,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-08 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,1.5e+22,ethereum,nUSD,18.0,14999.999999999998
163,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-02 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,nUSD,4.5e+21,ethereum,nUSD,18.0,4499.999999999999
164,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-29 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,2e+22,ethereum,nUSD,18.0,19999.999999999996
165,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-22 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,1e+23,ethereum,nUSD,18.0,99999.99999999999
166,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-10 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,6.224882546114176e+23,ethereum,nUSD,18.0,622488.2546114175
167,from,0x4a41775da459b38e641141e4c696df10ec1f4983,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-29 00:00:00.000 UTC,0xa166e5595557abbd279180ff90ad77383b68d325,ChainPort,6.738110503401383e+23,ethereum,PORTX,18.0,673811.0503401381
168,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-28 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,6e+22,ethereum,nUSD,18.0,59999.99999999999
169,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-07-07 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,nUSD,3e+23,ethereum,nUSD,18.0,300000.0
170,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-22 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,nUSD,1.2e+22,ethereum,nUSD,18.0,11999.999999999998
171,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-08 00:00:00.000 UTC,0x8d5e390f7b2f8b69205ed0d797ee53a6cd957d67,nUSD,1e+22,ethereum,nUSD,18.0,9999.999999999998
172,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-24 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,4e+22,ethereum,nUSD,18.0,39999.99999999999
173,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-04 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,nUSD,5.134166923223846e+23,ethereum,nUSD,18.0,513416.6923223845
174,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-02 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,5e+22,ethereum,nUSD,18.0,49999.99999999999
175,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-06 00:00:00.000 UTC,0xcbec53c25728172bcc368fcc46c1b3da75356f4d,nUSD,3.8e+21,ethereum,nUSD,18.0,3799.9999999999995
176,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-01 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,nUSD,5.25e+21,ethereum,nUSD,18.0,5249.999999999999
177,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-03 00:00:00.000 UTC,0x6126ba8ac906e7e15095392ad6ea03c48adceace,nUSD,3e+23,ethereum,nUSD,18.0,300000.0
178,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-25 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,1.0133977130032186e+22,ethereum,nUSD,18.0,10133.977130032185
179,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-06-14 00:00:00.000 UTC,0x9274a5596d7e95ae3631727f54290b48967091ac,nUSD,1.9999e+22,ethereum,nUSD,18.0,19998.999999999996
180,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-01 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,5e+21,ethereum,nUSD,18.0,4999.999999999999
181,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-20 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,3e+22,ethereum,nUSD,18.0,29999.999999999996
182,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-02 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,nUSD,7e+22,ethereum,nUSD,18.0,70000.0
183,in,0x0642026e7f0b6ccac5925b4e7fa61384250e1701,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,H2O,6e+19,ethereum,H2O,18.0,59.99999999999999
184,from,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-01-01 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,nUSD,2e+23,ethereum,nUSD,18.0,199999.99999999997
185,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,1.468e+21,ethereum,HIGH,18.0,1467.9999999999998
186,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-07 00:00:00.000 UTC,0x38f197ae861db6db384ea8a6ad3d91a07dfe4c22,Dai Stablecoin,3e+22,ethereum,DAI,18.0,29999.999999999996
187,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-11 00:00:00.000 UTC,0x220bda5c8994804ac96ebe4df184d25e5c2196d4,Dai Stablecoin,3.534739498953843e+23,ethereum,DAI,18.0,353473.94989538426
188,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,4e+19,ethereum,HIGH,18.0,39.99999999999999
189,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-12 00:00:00.000 UTC,0x60594a405d53811d3bc4766596efd80fd545a270,Dai Stablecoin,1.4494406243827145e+22,ethereum,DAI,18.0,14494.406243827143
190,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0x4e97734c3aed77db7f8463091656b01298cc203d,Dai Stablecoin,1.5e+22,ethereum,DAI,18.0,14999.999999999998
192,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-10-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,2.9964e+23,ethereum,nUSD,18.0,299639.99999999994
193,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.1167669451828044e+23,ethereum,nUSD,18.0,311676.6945182804
